,Employer,Job Title,Base Salary,Location,Submit Date,Start Date,Case Status
0,F5 NETWORKS INC,APPLICATION DELIVERY ENGINEER,"101,442","PLANO, TX",11/02/2017,01/02/2018,CERTIFIED
1,F5 NETWORKS INC,APPLICATION DELIVERY ENGINEER,"101,442","NEW YORK, NY",11/02/2017,01/02/2018,CERTIFIED
2,F5 NETWORKS INC,APPLICATIONS DELIVERY ENGINEER,"101,442","DALLAS, TX",12/03/2015,01/02/2016,CERTIFIED
3,F5 NETWORKS INC,APPLICATIONS DELIVERY ENGINEER,"101,442","NEW YORK, NY",12/03/2015,01/02/2016,CERTIFIED
4,F5 NETWORKS INC,ASIC ENGINEER,"78,000","SAN JOSE, CA",02/27/2014,08/27/2014,CERTIFIED
5,F5 NETWORKS INC,ASIC ENGINEER,"85,000","SAN JOSE, CA",02/24/2017,08/21/2017,CERTIFIED
6,F5 NETWORKS INC,ASIC ENGINEER,"94,438","SAN JOSE, CA",03/04/2015,09/01/2015,CERTIFIED
7,F5 NETWORKS INC,ASIC ENGINEER,"107,477","SAN JOSE, CA",09/27/2016,10/03/2016,CERTIFIED
8,F5 NETWORKS INC,BI ETL DEVELOPER,"88,504","SEATTLE, WA",02/03/2017,07/07/2017,CERTIFIED
9,F5 NETWORKS INC,BI ETL DEVELOPER,"88,504","SEATTLE, WA",06/30/2014,07/07/2014,CERTIFIED
10,F5 NETWORKS INC,BUSINESS ANALYST,"78,582","SEATTLE, WA",03/20/2018,09/15/2018,CERTIFIED
11,F5 NETWORKS INC,BUSINESS ANALYST,"99,902","SEATTLE, WA",09/03/2014,09/15/2014,CERTIFIED
12,F5 NETWORKS INC,BUSINESS DEVELOPMENT MANAGER,"125,000","SAN JOSE, CA",09/15/2016,09/26/2016,CERTIFIED
13,F5 NETWORKS INC,BUSINESS INTELLIGENCE ANALYST,"90,293","SEATTLE, WA",03/05/2018,08/31/2018,CERTIFIED
14,F5 NETWORKS INC,COMPUTER SYSTEMS ANALYST,"98,987","SEATTLE, WA",10/23/2013,10/28/2013,CERTIFIED
15,F5 NETWORKS INC,COMPUTER SYSTEMS ANALYSTS,"55,152","LOWELL, MA",03/04/2015,09/02/2015,CERTIFIED
16,F5 NETWORKS INC,DATA QUALITY ANALYST,"78,000","SEATTLE, WA",03/08/2016,09/02/2016,CERTIFIED
17,F5 NETWORKS INC,ENTERPRISE NETWORK ENGINEER,"92,076","SEATTLE, WA",06/15/2015,09/21/2015,CERTIFIED
18,F5 NETWORKS INC,ENTERPRISE NETWORK ENGINEER,"95,376","SEATTLE, WA",05/30/2018,09/21/2018,CERTIFIED
19,F5 NETWORKS INC,ENTERPRISE NETWORK ENGINEER,"95,500","SEATTLE, WA",05/08/2018,08/24/2018,CERTIFIED
20,F5 NETWORKS INC,FIELD CUSTOMER ENGINEER,"82,000","SOMERVILLE, MA",11/04/2013,11/05/2013,CERTIFIED
21,F5 NETWORKS INC,FIELD CUSTOMER ENGINEER,"86,000","SEATTLE, WA",03/03/2015,08/24/2015,CERTIFIED
22,F5 NETWORKS INC,FIELD CUSTOMER ENGINEER,"100,560","BOSTON, MA",09/07/2016,11/05/2016,CERTIFIED
23,F5 NETWORKS INC,FIELD CUSTOMER ENGINEER,"101,426","IRVING, TX",12/12/2016,12/16/2016,CERTIFIED
24,F5 NETWORKS INC,FIELD CUSTOMER ENGINEER,"101,426","IRVING, TX",12/03/2013,12/16/2013,CERTIFIED
25,F5 NETWORKS INC,FIELD SYSTEMS ANALYST,"98,904","PLANO, TX",12/23/2014,01/12/2015,CERTIFIED
26,F5 NETWORKS INC,FIELD SYSTEMS ENGINEER,"95,500","MENLO PARK, CA",06/30/2014,07/07/2014,CERTIFIED
27,F5 NETWORKS INC,FIELD SYSTEMS ENGINEER,"110,219","WASHINGTON, DC",09/13/2016,10/03/2016,CERTIFIED
28,F5 NETWORKS INC,FIELD SYSTEMS ENGINEER,"110,424","LOWELL, MA",01/11/2016,01/18/2016,CERTIFIED
29,F5 NETWORKS INC,FIELD SYSTEMS ENGINEER,"152,880","MENLO PARK, CA",02/21/2017,07/07/2017,CERTIFIED
30,F5 NETWORKS INC,HARDWARE ENGINEER,"84,089","SAN JOSE, CA",10/13/2014,10/27/2014,CERTIFIED
31,F5 NETWORKS INC,HARDWARE ENGINEER,"95,400","LIBERTY LAKE, WA",05/15/2018,11/05/2018,CERTIFIED
32,F5 NETWORKS INC,HARDWARE ENGINEER,"95,400","LIBERTY LAKE, WA",05/26/2015,11/05/2015,CERTIFIED
33,F5 NETWORKS INC,INTERNAL AUDITOR,"55,000","SEATTLE, WA",10/12/2017,10/30/2017,CERTIFIED
34,F5 NETWORKS INC,IT ARCHITECT,"113,298","SEATTLE, WA",10/30/2013,01/25/2014,CERTIFIED
35,F5 NETWORKS INC,IT ARCHITECT,"168,271","SEATTLE, WA",04/07/2015,10/01/2015,CERTIFIED
36,F5 NETWORKS INC,IT NETWORK ARCHITECT,"108,278","SEATTLE, WA",08/24/2016,01/25/2017,CERTIFIED
37,F5 NETWORKS INC,IT QA ENGINEER,"90,293","SEATTLE, WA",12/11/2017,05/25/2018,CERTIFIED
38,F5 NETWORKS INC,IT QA ENGINEER - ORACLE,"71,219","SEATTLE, WA",05/11/2015,05/25/2015,CERTIFIED
39,F5 NETWORKS INC,"MANAGER, PRODUCT DEVELOPMENT","144,206","SAN JOSE, CA",10/30/2013,12/08/2013,CERTIFIED
40,F5 NETWORKS INC,"MANAGER, PRODUCT DEVELOPMENT","146,619","SAN JOSE, CA",07/13/2017,12/28/2017,CERTIFIED
41,F5 NETWORKS INC,"MANAGER, PRODUCT DEVELOPMENT","158,184","SAN JOSE, CA",02/19/2018,07/20/2018,CERTIFIED
42,F5 NETWORKS INC,"MANAGER, PRODUCT DEVELOPMENT","163,363","SAN JOSE, CA",08/23/2016,12/08/2016,CERTIFIED
43,F5 NETWORKS INC,MARKETING SOLUTIONS ARCHITECT,"175,100","SEATTLE, WA",03/10/2015,09/04/2015,CERTIFIED
44,F5 NETWORKS INC,NETWORK SUPPORT ENGINEER,"55,152","LOWELL, MA",03/17/2015,09/02/2015,CERTIFIED
45,F5 NETWORKS INC,NETWORK SUPPORT ENGINEER,"60,000","LOWELL, MA",02/28/2017,08/21/2017,CERTIFIED
46,F5 NETWORKS INC,NETWORK SUPPORT ENGINEER,"78,000","SEATTLE, WA",03/14/2018,09/11/2018,CERTIFIED
47,F5 NETWORKS INC,NEW PRODUCT INTRODUCTION ENGINEER,"99,000","SEATTLE, WA",03/21/2014,09/20/2014,CERTIFIED
48,F5 NETWORKS INC,NEW PRODUCT INTRODUCTION ENGINEER,"111,893","SEATTLE, WA",02/23/2015,08/20/2015,CERTIFIED
49,F5 NETWORKS INC,NEW PRODUCT INTRODUCTION ENGINEER,"127,546","SEATTLE, WA",03/09/2018,08/26/2018,CERTIFIED
50,F5 NETWORKS INC,NEW PRODUCT INTRODUCTION ENGINEER,"131,976","SEATTLE, WA",02/28/2017,08/21/2017,CERTIFIED
51,F5 NETWORKS INC,NEW PRODUCT INTRODUCTION ENGINEER,"132,142","SEATTLE, WA",03/02/2016,08/31/2016,CERTIFIED
52,F5 NETWORKS INC,NEW PRODUCT INTRODUCTION ENGINEER,"134,618","SEATTLE, WA",02/26/2018,08/26/2018,CERTIFIED
53,F5 NETWORKS INC,PRINCIPAL APPLICATION ADMINISTRATOR,"115,773","SEATTLE, WA",07/12/2017,12/20/2017,CERTIFIED
54,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"128,710","SEATTLE, WA",07/21/2014,08/04/2014,CERTIFIED
55,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"131,978","SEATTLE, WA",09/11/2014,12/10/2014,CERTIFIED
56,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"134,618","SEATTLE, WA",02/26/2018,08/05/2018,CERTIFIED
57,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"134,618","BELLEVUE, WA",02/28/2018,08/04/2018,CERTIFIED
58,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"134,618","SEATTLE, WA",04/10/2018,10/01/2018,CERTIFIED
59,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"134,618","SEATTLE, WA",04/10/2018,09/04/2018,CERTIFIED
60,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"140,000","SAN JOSE, CA",10/26/2017,02/16/2018,DENIED
61,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"143,000","SAN JOSE, CA",11/02/2016,03/30/2017,CERTIFIED
62,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"147,000","SAN JOSE, CA",12/03/2015,12/21/2015,CERTIFIED
63,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"147,000","SAN JOSE, CA",12/16/2015,01/04/2016,CERTIFIED
64,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"155,147","SAN JOSE, CA",10/27/2017,02/16/2018,CERTIFIED
65,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"163,363","SAN JOSE, CA",11/22/2016,12/05/2016,CERTIFIED
66,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"168,210","SAN JOSE, CA",07/19/2017,12/24/2017,CERTIFIED
67,F5 NETWORKS INC,PRINCIPAL SOFTWARE ENGINEER,"168,210","SAN JOSE, CA",08/01/2017,12/03/2017,CERTIFIED
68,F5 NETWORKS INC,PRINCIPAL SOLUTION ENGINEER,"140,000","SAN JOSE, CA",03/22/2018,04/02/2018,CERTIFIED
69,F5 NETWORKS INC,PRINCIPAL SYSTEMS ANALYST,"117,555","SEATTLE, WA",07/03/2017,11/20/2017,CERTIFIED
70,F5 NETWORKS INC,PRINCIPAL SYSTEMS ENGINEER,"135,719","SEATTLE, WA",07/13/2015,09/20/2015,CERTIFIED
71,F5 NETWORKS INC,PRINCIPAL TEST ENGINEER,"110,843","SEATTLE, WA",07/10/2017,11/26/2017,CERTIFIED
72,F5 NETWORKS INC,PRINCIPAL TEST ENGINEER,"133,195","LOWELL, MA",10/26/2015,11/02/2015,CERTIFIED
73,F5 NETWORKS INC,PRINCIPAL TEST ENGINEER,"135,494","LOWELL, MA",05/23/2018,11/02/2018,CERTIFIED
74,F5 NETWORKS INC,PRINCIPLE SECURITY SUPPORT ENGINEER,"114,026","CHICAGO, IL",12/06/2017,12/11/2017,CERTIFIED
75,F5 NETWORKS INC,PRINCIPLE SECURITY SUPPORT ENGINEER,"114,026","SEATTLE, WA",10/07/2016,10/27/2016,CERTIFIED
76,F5 NETWORKS INC,PRODUCT MARKETING MANAGER,"91,187","SEATTLE, WA",03/20/2017,09/15/2017,CERTIFIED
77,F5 NETWORKS INC,PROGRAMMER ANALYST,"71,367","SEATTLE, WA",03/19/2018,09/04/2018,CERTIFIED
78,F5 NETWORKS INC,PROGRAMMER ANALYST,"98,987","SEATTLE, WA",09/26/2013,10/14/2013,CERTIFIED
79,F5 NETWORKS INC,PROGRAMMER ANALYST,"98,987","SEATTLE, WA",11/01/2013,11/05/2013,WITHDRAWN
80,F5 NETWORKS INC,PROGRAMMER ANALYST,"102,079","SEATTLE, WA",02/24/2014,05/24/2014,CERTIFIED
81,F5 NETWORKS INC,QA ENGINEER,"90,000","SEATTLE, WA",02/23/2017,08/21/2017,CERTIFIED
82,F5 NETWORKS INC,QUALITY ASSURANCE ENGINEER,"112,256","SEATTLE, WA",02/26/2018,08/26/2018,CERTIFIED
83,F5 NETWORKS INC,SALES ANALYST,"66,000","SEATTLE, WA",03/12/2018,09/10/2018,CERTIFIED
84,F5 NETWORKS INC,SECURITY SUPPORT ENGINEER,"72,010","SEATTLE, WA",05/01/2015,05/11/2015,CERTIFIED
85,F5 NETWORKS INC,SECURITY SUPPORT ENGINEER,"86,174","SEATTLE, WA",01/09/2018,05/11/2018,CERTIFIED
86,F5 NETWORKS INC,SENIOR BUSINESS ANALYST,"124,871","SEATTLE, WA",03/07/2017,09/05/2017,CERTIFIED
87,F5 NETWORKS INC,SENIOR DATABASE ADMINISTRATOR,"129,791","SEATTLE, WA",01/04/2018,01/16/2018,CERTIFIED
88,F5 NETWORKS INC,SENIOR NETWORK ENGINEER,"144,664","SAN JOSE, CA",09/06/2016,09/12/2016,CERTIFIED
89,F5 NETWORKS INC,SENIOR NETWORK SUPPORT ENGINEER,"76,766","LOWELL, MA",04/10/2018,09/02/2018,CERTIFIED
90,F5 NETWORKS INC,SENIOR PRODUCT MANAGEMENT ENGINEER,"115,500","SAN JOSE, CA",06/30/2014,07/14/2014,CERTIFIED
91,F5 NETWORKS INC,SENIOR PRODUCT MANAGER,"160,000","SAN JOSE, CA",04/16/2015,05/04/2015,CERTIFIED
92,F5 NETWORKS INC,SENIOR PROGRAMMER ANALYST,"116,618","SEATTLE, WA",08/16/2016,11/15/2016,CERTIFIED
93,F5 NETWORKS INC,SENIOR SECURITY SUPPORT ENGINEER,"98,072","SEATTLE, WA",10/10/2014,10/27/2014,CERTIFIED
94,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"99,382","SEATTLE, WA",05/29/2018,06/04/2018,CERTIFIED
95,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"103,665","SEATTLE, WA",08/25/2016,09/19/2016,CERTIFIED
96,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"106,200","SEATTLE, WA",01/08/2014,01/27/2014,CERTIFIED
97,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"106,200","SEATTLE, WA",12/17/2013,02/25/2014,CERTIFIED
98,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"112,608","SAN JOSE, CA",02/18/2015,03/02/2015,CERTIFIED
99,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"115,009","SEATTLE, WA",02/26/2015,03/10/2015,CERTIFIED
100,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"115,700","SAN JOSE, CA",09/04/2015,02/15/2016,CERTIFIED
101,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"115,814","SEATTLE, WA",11/23/2015,12/07/2015,CERTIFIED
102,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"116,237","SAN JOSE, CA",02/02/2015,02/16/2015,CERTIFIED
103,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"116,237","SAN JOSE, CA",06/08/2015,12/03/2015,CERTIFIED
104,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"116,237","SEATTLE, WA",07/16/2015,07/27/2015,CERTIFIED
105,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"116,237","SAN JOSE, CA",11/13/2014,04/11/2015,CERTIFIED
106,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"116,237","SAN JOSE, CA",03/02/2015,07/09/2015,CERTIFIED
107,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"116,459","SEATTLE, WA",03/07/2017,08/23/2017,CERTIFIED
108,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"117,000","SEATTLE, WA",09/28/2017,03/10/2018,CERTIFIED
109,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"117,000","SEATTLE, WA",02/20/2018,03/05/2018,CERTIFIED
110,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"117,000","SEATTLE, WA",04/18/2018,04/30/2018,CERTIFIED
111,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"119,398","SEATTLE, WA",07/07/2014,09/23/2014,CERTIFIED
112,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"120,000","LOUISVILLE, CO",05/27/2016,11/01/2016,CERTIFIED
113,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"122,454","SAN JOSE, CA",01/17/2017,06/09/2017,CERTIFIED
114,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"123,050","BELLEVUE, WA",06/03/2014,06/09/2014,CERTIFIED
115,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"123,694","SAN JOSE, CA",08/23/2017,02/13/2018,CERTIFIED
116,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"124,854","SAN JOSE, CA",10/25/2017,03/02/2018,CERTIFIED
117,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"125,871","SAN JOSE, CA",05/07/2018,08/26/2018,CERTIFIED
118,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"126,006","LOWELL, MA",08/23/2016,12/09/2016,CERTIFIED
119,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"127,000","SEATTLE, WA",04/03/2015,04/13/2015,CERTIFIED
120,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"127,150","SAN JOSE, CA",02/25/2014,04/02/2014,CERTIFIED
121,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"127,150","SAN JOSE, CA",06/23/2014,09/26/2014,CERTIFIED
122,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"127,778","SAN JOSE, CA",03/14/2017,09/08/2017,CERTIFIED
123,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"127,778","SAN JOSE, CA",04/25/2017,10/01/2017,CERTIFIED
124,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"128,710","SEATTLE, WA",03/06/2015,09/04/2015,CERTIFIED
125,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"131,610","SAN JOSE, CA",10/01/2014,10/20/2014,CERTIFIED
126,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"131,610","SAN JOSE, CA",09/30/2014,12/24/2014,CERTIFIED
127,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"131,610","SAN JOSE, CA",10/07/2014,01/30/2015,CERTIFIED
128,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"131,610","SAN JOSE, CA",12/04/2014,12/15/2014,CERTIFIED
129,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"131,610","SEATTLE, WA",09/11/2014,12/24/2014,CERTIFIED
130,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"132,038","SAN JOSE, CA",08/07/2014,11/14/2014,CERTIFIED
131,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"132,038","SAN JOSE, CA",09/05/2014,09/15/2014,CERTIFIED
132,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"133,016","SAN JOSE, CA",08/23/2017,02/16/2018,CERTIFIED
133,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"134,618","SEATTLE, WA",10/19/2017,04/13/2018,CERTIFIED
134,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"134,618","BELLEVUE, WA",04/11/2018,09/03/2018,CERTIFIED
135,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"135,008","SEATTLE, WA",05/23/2018,09/29/2018,CERTIFIED
136,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"138,403","SAN JOSE, CA",02/01/2016,02/08/2016,CERTIFIED
137,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"138,403","SAN JOSE, CA",07/16/2015,08/03/2015,CERTIFIED
138,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"142,938","SAN JOSE, CA",10/20/2016,04/02/2017,CERTIFIED
139,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"142,938","SAN JOSE, CA",07/27/2016,11/04/2016,CERTIFIED
140,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"142,938","SAN JOSE, CA",09/15/2016,10/03/2016,CERTIFIED
141,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"143,000","SAN JOSE, CA",05/09/2017,10/20/2017,CERTIFIED
142,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"144,206","SAN JOSE, CA",06/24/2014,12/03/2014,CERTIFIED
143,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"144,835","SAN JOSE, CA",02/22/2017,08/05/2017,CERTIFIED
144,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"144,835","SAN JOSE, CA",03/09/2017,09/05/2017,CERTIFIED
145,F5 NETWORKS INC,SENIOR SOFTWARE ENGINEER,"146,619","SAN JOSE, CA",02/12/2018,08/03/2018,CERTIFIED
146,F5 NETWORKS INC,SENIOR SYSTEMS ADMINISTRATOR,"115,773","SEATTLE, WA",08/07/2014,12/20/2014,DENIED
147,F5 NETWORKS INC,SENIOR SYSTEMS ADMINISTRATOR,"115,773","SEATTLE, WA",08/14/2014,12/20/2014,CERTIFIED
148,F5 NETWORKS INC,SENIOR SYSTEMS ANALYST,"117,555","SEATTLE, WA",10/08/2014,11/20/2014,CERTIFIED
149,F5 NETWORKS INC,SENIOR SYSTEMS ANALYST,"118,706","SEATTLE, WA",12/21/2015,05/19/2016,CERTIFIED
150,F5 NETWORKS INC,SENIOR TECHNICAL MARKETING MANAGER,"189,091","SAN JOSE, CA",03/09/2015,09/04/2015,WITHDRAWN
151,F5 NETWORKS INC,SENIOR TECHNICAL MARKETING MANAGER,"189,091","SAN JOSE, CA",03/09/2015,09/04/2015,CERTIFIED
152,F5 NETWORKS INC,SENIOR TEST ENGINEER,"90,903","SEATTLE, WA",05/15/2017,11/14/2017,CERTIFIED
153,F5 NETWORKS INC,SENIOR TEST ENGINEER,"94,050","SEATTLE, WA",10/11/2016,03/03/2017,CERTIFIED
154,F5 NETWORKS INC,SENIOR TEST ENGINEER,"96,709","SEATTLE, WA",05/15/2018,10/31/2018,CERTIFIED
155,F5 NETWORKS INC,SENIOR TEST ENGINEER,"104,139","SEATTLE, WA",06/25/2014,10/27/2014,CERTIFIED
156,F5 NETWORKS INC,SENIOR TEST ENGINEER,"104,139","SEATTLE, WA",09/03/2014,12/15/2014,CERTIFIED
157,F5 NETWORKS INC,SENIOR TEST ENGINEER,"105,643","SEATTLE, WA",06/29/2017,12/17/2017,CERTIFIED
158,F5 NETWORKS INC,SENIOR TEST ENGINEER,"107,825","SEATTLE, WA",01/28/2015,02/09/2015,CERTIFIED
159,F5 NETWORKS INC,SENIOR TEST ENGINEER,"107,825","SEATTLE, WA",10/28/2014,03/19/2015,CERTIFIED
160,F5 NETWORKS INC,SENIOR TEST ENGINEER,"107,937","SEATTLE, WA",12/14/2015,05/24/2016,CERTIFIED
161,F5 NETWORKS INC,SENIOR TEST ENGINEER,"109,637","SEATTLE, WA",06/24/2014,11/26/2014,CERTIFIED
162,F5 NETWORKS INC,SENIOR TEST ENGINEER,"110,843","SEATTLE, WA",12/01/2017,05/18/2018,CERTIFIED
163,F5 NETWORKS INC,SENIOR TEST ENGINEER,"110,843","BELLEVUE, WA",12/06/2017,04/30/2018,CERTIFIED
164,F5 NETWORKS INC,SENIOR TEST ENGINEER,"110,843","SEATTLE, WA",08/17/2017,02/09/2018,CERTIFIED
165,F5 NETWORKS INC,SENIOR TEST ENGINEER,"111,634","SAN JOSE, CA",06/30/2015,07/13/2015,CERTIFIED
166,F5 NETWORKS INC,SENIOR TEST ENGINEER,"116,369","SAN JOSE, CA",05/16/2014,06/16/2014,CERTIFIED
167,F5 NETWORKS INC,SENIOR TEST ENGINEER,"116,369","SAN JOSE, CA",07/16/2014,07/28/2014,CERTIFIED
168,F5 NETWORKS INC,SENIOR TEST ENGINEER,"116,369","SAN JOSE, CA",09/04/2014,09/15/2014,CERTIFIED
169,F5 NETWORKS INC,SENIOR TEST ENGINEER,"116,459","LOWELL, MA",09/08/2016,09/26/2016,CERTIFIED
170,F5 NETWORKS INC,SENIOR TEST ENGINEER,"123,933","SAN JOSE, CA",01/21/2015,07/20/2015,CERTIFIED
171,F5 NETWORKS INC,SENIOR TEST ENGINEER,"124,093","SAN JOSE, CA",11/22/2016,12/05/2016,CERTIFIED
172,F5 NETWORKS INC,SENIOR TEST ENGINEER,"124,093","SAN JOSE, CA",01/24/2017,07/07/2017,CERTIFIED
173,F5 NETWORKS INC,SENIOR TEST ENGINEER,"124,093","SAN JOSE, CA",04/06/2017,09/15/2017,CERTIFIED
174,F5 NETWORKS INC,SENIOR TEST ENGINEER,"124,200","SAN JOSE, CA",05/19/2016,10/14/2016,CERTIFIED
175,F5 NETWORKS INC,SENIOR TEST ENGINEER,"127,254","SAN JOSE, CA",12/11/2017,06/08/2018,CERTIFIED
176,F5 NETWORKS INC,SENIOR TEST ENGINEER,"127,254","SAN JOSE, CA",05/07/2018,08/31/2018,CERTIFIED
177,F5 NETWORKS INC,SENIOR TEST ENGINEER,"128,773","SEATTLE, WA",05/14/2015,09/03/2015,CERTIFIED
178,F5 NETWORKS INC,SENIOR TEST ENGINEER,"133,408","SAN JOSE, CA",09/27/2016,03/26/2017,CERTIFIED
179,F5 NETWORKS INC,SENIOR TEST ENGINEER,"133,408","SAN JOSE, CA",01/19/2017,07/07/2017,CERTIFIED
180,F5 NETWORKS INC,SOC ANALYST,"63,343","SEATTLE, WA",03/01/2016,08/31/2016,CERTIFIED
181,F5 NETWORKS INC,SOFTWARE DEVELOPMENT MANAGER,"146,619","SEATTLE, WA",06/05/2018,06/25/2018,CERTIFIED
182,F5 NETWORKS INC,SOFTWARE ENGINEER,"77,000","LIBERTY LAKE, WA",03/14/2017,09/01/2017,CERTIFIED
183,F5 NETWORKS INC,SOFTWARE ENGINEER,"79,050","SEATTLE, WA",03/05/2018,08/28/2018,CERTIFIED
184,F5 NETWORKS INC,SOFTWARE ENGINEER,"80,699","SEATTLE, WA",11/17/2014,11/17/2014,CERTIFIED
185,F5 NETWORKS INC,SOFTWARE ENGINEER,"80,699","SEATTLE, WA",08/25/2014,09/15/2014,WITHDRAWN
186,F5 NETWORKS INC,SOFTWARE ENGINEER,"80,699","SEATTLE, WA",08/26/2014,09/15/2014,CERTIFIED
187,F5 NETWORKS INC,SOFTWARE ENGINEER,"80,699","SEATTLE, WA",09/15/2014,01/30/2015,CERTIFIED
188,F5 NETWORKS INC,SOFTWARE ENGINEER,"83,138","SEATTLE, WA",04/01/2016,08/28/2016,CERTIFIED
189,F5 NETWORKS INC,SOFTWARE ENGINEER,"85,426","SEATTLE, WA",02/24/2017,08/21/2017,CERTIFIED
190,F5 NETWORKS INC,SOFTWARE ENGINEER,"85,426","SEATTLE, WA",03/03/2017,08/30/2017,CERTIFIED
191,F5 NETWORKS INC,SOFTWARE ENGINEER,"85,426","SEATTLE, WA",03/06/2017,08/30/2017,CERTIFIED
192,F5 NETWORKS INC,SOFTWARE ENGINEER,"86,406","SAN JOSE, CA",02/27/2014,08/24/2014,CERTIFIED
193,F5 NETWORKS INC,SOFTWARE ENGINEER,"86,406","SAN JOSE, CA",02/28/2014,08/24/2014,CERTIFIED
194,F5 NETWORKS INC,SOFTWARE ENGINEER,"87,543","LOWELL, MA",03/03/2015,09/02/2015,CERTIFIED
195,F5 NETWORKS INC,SOFTWARE ENGINEER,"87,543","LOWELL, MA",03/04/2015,09/01/2015,CERTIFIED
196,F5 NETWORKS INC,SOFTWARE ENGINEER,"87,651","BELLEVUE, WA",04/14/2016,09/04/2016,CERTIFIED
197,F5 NETWORKS INC,SOFTWARE ENGINEER,"88,171","SEATTLE, WA",05/27/2016,10/20/2016,CERTIFIED
198,F5 NETWORKS INC,SOFTWARE ENGINEER,"88,810","LOUISVILLE, CO",03/02/2018,08/26/2018,CERTIFIED
199,F5 NETWORKS INC,SOFTWARE ENGINEER,"90,349","SEATTLE, WA",08/18/2016,12/20/2016,DENIED
200,F5 NETWORKS INC,SOFTWARE ENGINEER,"90,349","SEATTLE, WA",08/24/2016,12/20/2016,CERTIFIED
201,F5 NETWORKS INC,SOFTWARE ENGINEER,"92,581","LOWELL, MA",02/22/2017,08/15/2017,CERTIFIED
