,Employer,Job Title,Base Salary,Location,Submit Date,Start Date,Case Status
4889,AMAZON CORPORATE LLC,PRODUCT MANAGER,"150,000","SEATTLE, WA",01/05/2017,01/16/2017,CERTIFIED
4890,AMAZON CORPORATE LLC,PRODUCT MANAGER,"150,000","SEATTLE, WA",05/03/2016,05/16/2016,CERTIFIED
4891,AMAZON CORPORATE LLC,PRODUCT MANAGER,"150,000","NEW YORK, NY",07/22/2016,08/01/2016,CERTIFIED
4892,AMAZON CORPORATE LLC,PRODUCT MANAGER,"150,000","SEATTLE, WA",02/04/2015,02/16/2015,CERTIFIED
4893,AMAZON CORPORATE LLC,PRODUCT MANAGER,"150,000","SEATTLE, WA",03/30/2015,04/20/2015,CERTIFIED
4894,AMAZON WEB SERVICES INC,PRODUCT MANAGER,"150,000","SEATTLE, WA",06/16/2015,06/29/2015,CERTIFIED
4895,AMAZON CORPORATE LLC,PRODUCT MANAGER,"151,300","SEATTLE, WA",08/25/2017,02/21/2018,CERTIFIED
4896,AMAZON CORPORATE LLC,PRODUCT MANAGER,"155,000","SEATTLE, WA",01/09/2017,01/23/2017,CERTIFIED
4897,AMAZON CORPORATE LLC,PRODUCT MANAGER,"155,000","SEATTLE, WA",06/19/2015,06/29/2015,CERTIFIED
4898,AMAZON CORPORATE LLC,PRODUCT MANAGER,"160,000","SEATTLE, WA",01/15/2016,02/01/2016,CERTIFIED
4899,AMAZON CORPORATE LLC,PRODUCT MANAGER,"180,000","SUNNYVALE, CA",07/01/2016,07/11/2016,CERTIFIED
4900,AMAZONCOM SERVICES INC,PRODUCT MANAGER - ALEXA DATA SERVICES,"116,000","BOSTON, MA",03/13/2018,04/09/2018,CERTIFIED
4901,AMAZONCOM SERVICES INC,PRODUCT MANAGER - ALEXA DATA SERVICES,"116,000","BOSTON, MA",03/15/2018,04/09/2018,CERTIFIED
4902,AMAZON WEB SERVICES INC,PRODUCT MANAGER - AWS EXPANSION STRATEGY,"150,000","SEATTLE, WA",02/12/2018,02/26/2018,CERTIFIED
4903,AMAZON CORPORATE LLC,PRODUCT MANAGER - TECHNICAL,"90,000","SEATTLE, WA",11/17/2014,11/17/2014,CERTIFIED
4904,AMAZON WEB SERVICES INC,PRODUCT MANAGER - TECHNICAL,"100,000","SEATTLE, WA",02/20/2015,08/19/2015,CERTIFIED
4905,AMAZON CORPORATE LLC,PRODUCT MANAGER - TECHNICAL,"100,000","SEATTLE, WA",02/20/2015,08/19/2015,CERTIFIED
4906,AMAZON WEB SERVICES INC,PRODUCT MANAGER - TECHNICAL,"100,000","SEATTLE, WA",02/20/2015,08/19/2015,CERTIFIED
4907,AMAZON CORPORATE LLC,PRODUCT MANAGER - TECHNICAL,"100,000","SEATTLE, WA",02/20/2015,08/19/2015,CERTIFIED
4908,AMAZON FULFILLMENT SERVICES INC,PRODUCT MANAGER - TECHNICAL,"110,000","SEATTLE, WA",10/26/2017,11/02/2017,CERTIFIED
4909,AMAZON CORPORATE LLC,PRODUCT MANAGER - TECHNICAL,"110,000","SEATTLE, WA",03/11/2017,04/13/2017,CERTIFIED
4910,AMAZONCOM SERVICES INC,PRODUCT MANAGER - TECHNICAL,"130,000","SEATTLE, WA",04/03/2018,04/23/2018,CERTIFIED
4911,AMAZON CORPORATE LLC,PRODUCT MANAGER - TECHNICAL,"130,000","SEATTLE, WA",05/01/2017,05/08/2017,CERTIFIED
4912,AMAZON CORPORATE LLC,PRODUCT MANAGER - TECHNICAL,"130,000","SEATTLE, WA",02/13/2014,05/01/2014,CERTIFIED
4913,AMAZONCOM SERVICES INC,PRODUCT MANAGER - TECHNICAL,"152,000","SEATTLE, WA",05/25/2018,09/20/2018,CERTIFIED
4914,AMAZON CORPORATE LLC,PRODUCT MANAGER I,"80,000","SEATTLE, WA",07/25/2017,08/14/2017,CERTIFIED
4915,AMAZON SERVICES LLC,PRODUCT MANAGER II,"74,755","SEATTLE, WA",03/20/2015,09/19/2015,CERTIFIED
4916,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"80,000","SEATTLE, WA",09/23/2016,10/10/2016,CERTIFIED
4917,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"80,200","SEATTLE, WA",03/18/2014,03/21/2014,CERTIFIED
4918,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"90,000","SEATTLE, WA",07/06/2017,07/31/2017,CERTIFIED
4919,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"93,200","SEATTLE, WA",01/08/2018,06/13/2018,CERTIFIED
4920,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"93,360","SEATTLE, WA",03/06/2018,08/29/2018,CERTIFIED
4921,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"95,000","SEATTLE, WA",02/01/2017,07/26/2017,CERTIFIED
4922,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"95,000","SEATTLE, WA",05/17/2017,06/26/2017,CERTIFIED
4923,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"95,000","SEATTLE, WA",08/16/2017,08/16/2017,CERTIFIED
4924,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"95,700","SEATTLE, WA",01/08/2018,04/18/2018,CERTIFIED
4925,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"100,000","SUNNYVALE, CA",05/15/2017,05/22/2017,CERTIFIED
4926,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"100,000","SEATTLE, WA",02/20/2015,08/19/2015,CERTIFIED
4927,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"100,000","SEATTLE, WA",02/27/2015,08/27/2015,CERTIFIED
4928,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"102,400","SEATTLE, WA",07/27/2015,01/20/2016,CERTIFIED
4929,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"102,800","SEATTLE, WA",04/17/2015,09/11/2015,CERTIFIED
4930,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"102,850","SEATTLE, WA",03/07/2018,08/29/2018,CERTIFIED
4931,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"103,500","SEATTLE, WA",03/21/2018,09/16/2018,CERTIFIED
4932,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"107,000","SEATTLE, WA",02/09/2018,08/01/2018,CERTIFIED
4933,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"108,600","SEATTLE, WA",02/09/2018,08/01/2018,CERTIFIED
4934,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"110,000","SEATTLE, WA",08/21/2015,09/14/2015,CERTIFIED
4935,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"110,900","SEATTLE, WA",02/22/2018,08/14/2018,CERTIFIED
4936,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"111,100","SEATTLE, WA",04/13/2018,10/12/2018,CERTIFIED
4937,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"112,000","SEATTLE, WA",01/17/2018,07/04/2018,CERTIFIED
4938,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"112,100","SEATTLE, WA",05/09/2018,11/07/2018,CERTIFIED
4939,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"112,600","SEATTLE, WA",09/28/2017,03/22/2018,CERTIFIED
4940,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"112,600","SEATTLE, WA",01/10/2018,05/25/2018,CERTIFIED
4941,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"112,700","SEATTLE, WA",04/12/2018,08/26/2018,CERTIFIED
4942,AMAZON CORPORATE LLC,PRODUCT MANAGER II,"113,700","SEATTLE, WA",04/06/2017,10/04/2017,CERTIFIED
4943,AMAZON MEDIA GROUP LLC,PRODUCT MANAGER II,"115,000","NEW YORK, NY",02/07/2017,02/13/2017,CERTIFIED
4944,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"118,800","SEATTLE, WA",05/21/2018,11/20/2018,CERTIFIED
4945,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"119,300","SEATTLE, WA",02/26/2018,08/21/2018,CERTIFIED
4946,AMAZON MEDIA GROUP LLC,PRODUCT MANAGER II,"124,735","NEW YORK, NY",12/22/2017,06/09/2018,CERTIFIED
4947,AMAZON MEDIA GROUP,PRODUCT MANAGER II,"124,735","NEW YORK, NY",02/21/2017,03/06/2017,WITHDRAWN
4948,AMAZON MEDIA GROUP,PRODUCT MANAGER II,"124,735","NEW YORK, NY",02/23/2017,03/06/2017,CERTIFIED
4949,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"125,000","SEATTLE, WA",02/26/2018,08/21/2018,CERTIFIED
4950,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"127,600","SEATTLE, WA",02/03/2018,07/18/2018,CERTIFIED
4951,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"131,250","SEATTLE, WA",05/29/2018,11/23/2018,CERTIFIED
4952,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"131,580","SEATTLE, WA",02/12/2018,08/06/2018,CERTIFIED
4953,AMAZONCOM SERVICES INC,PRODUCT MANAGER II,"160,000","SANTA MONICA, CA",04/12/2018,04/16/2018,CERTIFIED
4954,AMAZON FULFILLMENT SERVICES INC,PRODUCT MANAGER II TECHNICAL,"127,400","SEATTLE, WA",10/06/2017,10/09/2017,CERTIFIED
4955,AMAZONCOM SERVICES INC,PRODUCT MANAGER II - TECHNICAL,"88,635","SEATTLE, WA",03/06/2018,08/29/2018,CERTIFIED
4956,AMAZONCOM SERVICES INC,PRODUCT MANAGER II - TECHNICAL,"95,100","SEATTLE, WA",03/15/2018,09/05/2018,CERTIFIED
4957,AMAZON CORPORATE LLC,PRODUCT MANAGER II - TECHNICAL,"121,000","SEATTLE, WA",02/25/2017,08/25/2017,CERTIFIED
4958,AMAZONCOM SERVICES INC,PRODUCT MANAGER II - TECHNICAL,"126,500","SEATTLE, WA",04/11/2018,10/09/2018,CERTIFIED
4959,AMAZONCOM SERVICES INC,PRODUCT MANAGER II - TECHNICAL,"132,700","SEATTLE, WA",05/17/2018,10/09/2018,CERTIFIED
4960,AMAZON CORPORATE LLC,PRODUCT MANAGER II - TECHNICAL,"135,300","SAN FRANCISCO, CA",10/13/2017,10/16/2017,CERTIFIED
4961,AMAZON CORPORATE LLC,PRODUCT MANAGER II- TECHNICAL,"110,000","SEATTLE, WA",07/27/2017,01/12/2018,CERTIFIED
4962,AMAZONCOM SERVICES INC,PRODUCT MANAGER II- TECHNICAL,"117,400","SEATTLE, WA",03/05/2018,06/01/2018,CERTIFIED
4963,AMAZON FULFILLMENT SERVICES INC,PRODUCT MANAGER III,"84,552","SANTA MONICA, CA",10/06/2017,11/01/2017,CERTIFIED
4964,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"103,800","SEATTLE, WA",03/01/2018,08/21/2018,CERTIFIED
4965,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"111,400","SEATTLE, WA",12/13/2013,12/27/2013,WITHDRAWN
4966,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"111,400","SEATTLE, WA",12/13/2013,12/27/2013,CERTIFIED
4967,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"117,700","SEATTLE, WA",06/26/2015,12/09/2015,CERTIFIED
4968,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"118,000","SEATTLE, WA",01/05/2018,01/08/2018,CERTIFIED
4969,AMAZON FULFILLMENT SERVICES INC,PRODUCT MANAGER III,"120,900","SEATTLE, WA",12/07/2017,06/05/2018,CERTIFIED
4970,AMAZON FULFILLMENT SERVICES INC,PRODUCT MANAGER III,"121,700","SEATTLE, WA",10/30/2017,04/28/2018,CERTIFIED
4971,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"122,200","SEATTLE, WA",02/02/2018,07/20/2018,CERTIFIED
4972,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"123,900","SEATTLE, WA",05/09/2016,11/08/2016,CERTIFIED
4973,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"124,300","SEATTLE, WA",12/11/2013,03/14/2014,CERTIFIED
4974,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"125,000","SEATTLE, WA",02/07/2018,07/10/2018,CERTIFIED
4975,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"128,000","SEATTLE, WA",02/17/2015,04/02/2015,WITHDRAWN
4976,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"128,100","SEATTLE, WA",03/29/2018,09/28/2018,CERTIFIED
4977,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"129,100","SEATTLE, WA",04/02/2018,09/29/2018,CERTIFIED
4978,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"129,100","SEATTLE, WA",05/14/2018,09/19/2018,CERTIFIED
4979,AMAZON FULFILLMENT SERVICES INC,PRODUCT MANAGER III,"130,300","SEATTLE, WA",10/06/2017,11/01/2017,CERTIFIED
4980,AMAZON FULFILLMENT SERVICES INC,PRODUCT MANAGER III,"132,000","SEATTLE, WA",12/12/2017,06/09/2018,CERTIFIED
4981,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"132,000","SEATTLE, WA",01/18/2018,06/16/2018,CERTIFIED
4982,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"132,000","SEATTLE, WA",09/15/2015,09/28/2015,CERTIFIED
4983,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"132,300","SEATTLE, WA",03/15/2018,08/13/2018,CERTIFIED
4984,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"133,900","NEW YORK, NY",07/23/2015,08/09/2015,CERTIFIED
4985,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"135,000","SEATTLE, WA",10/31/2013,11/11/2013,CERTIFIED
4986,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"135,000","SEATTLE, WA",11/15/2013,01/06/2014,CERTIFIED
4987,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"135,000","SEATTLE, WA",11/20/2013,12/02/2013,CERTIFIED
4988,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"135,470","SEATTLE, WA",03/05/2018,08/24/2018,CERTIFIED
4989,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"136,840","SEATTLE, WA",03/05/2018,08/24/2018,CERTIFIED
4990,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"137,100","SEATTLE, WA",06/28/2016,12/22/2016,CERTIFIED
4991,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"137,200","SEATTLE, WA",02/14/2018,04/23/2018,CERTIFIED
4992,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"137,900","SEATTLE, WA",02/23/2018,07/14/2018,CERTIFIED
4993,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"137,900","SEATTLE, WA",03/07/2018,08/24/2018,CERTIFIED
4994,AMAZON FULFILLMENT SERVICES INC,PRODUCT MANAGER III,"138,000","SEATTLE, WA",01/08/2018,03/26/2018,CERTIFIED
4995,AMAZON CAPITAL SERVICES INC,PRODUCT MANAGER III,"139,700","SEATTLE, WA",01/09/2018,06/08/2018,CERTIFIED
4996,AMAZON FULFILLMENT SERVICES INC,PRODUCT MANAGER III,"140,000","SEATTLE, WA",12/15/2017,05/15/2018,CERTIFIED
4997,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"140,000","SEATTLE, WA",08/07/2012,08/27/2012,WITHDRAWN
4998,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"140,790","SEATTLE, WA",01/19/2018,06/18/2018,CERTIFIED
4999,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"141,500","SEATTLE, WA",06/10/2016,12/02/2016,CERTIFIED
5000,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"146,200","SEATTLE, WA",03/28/2018,08/29/2018,CERTIFIED
5001,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"149,000","SEATTLE, WA",03/19/2014,03/24/2014,CERTIFIED
5002,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"151,100","SEATTLE, WA",04/16/2018,09/06/2018,CERTIFIED
5003,AMAZON CORPORATE LLC,PRODUCT MANAGER III,"152,000","SEATTLE, WA",07/25/2016,08/08/2016,CERTIFIED
5004,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"154,000","EAST PALO ALTO, CA",02/22/2018,03/09/2018,CERTIFIED
5005,AMAZONCOM SERVICES INC,PRODUCT MANAGER III,"155,400","SUNNYVALE, CA",04/09/2018,04/09/2018,CERTIFIED
5006,AMAZON CORPORATE LLC,PRODUCT MANAGER III - MBA,"115,000","SEATTLE, WA",04/10/2013,09/06/2013,WITHDRAWN
5007,AMAZON CORPORATE LLC,PRODUCT MANAGER III - MBA,"120,000","SEATTLE, WA",03/09/2017,03/20/2017,CERTIFIED
5008,AMAZON CORPORATE LLC,PRODUCT MANAGER III - MBA,"125,278","SEATTLE, WA",01/16/2014,07/17/2014,CERTIFIED
5009,AMAZON FULFILLMENT SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"113,000","SEATTLE, WA",10/06/2017,11/01/2017,CERTIFIED
5010,AMAZON SERVICES LLC,PRODUCT MANAGER III - TECHNICAL,"129,800","SEATTLE, WA",03/28/2018,08/24/2018,CERTIFIED
5011,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"130,603","SEATTLE, WA",02/15/2018,08/14/2018,CERTIFIED
5012,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"130,603","SEATTLE, WA",02/27/2018,08/21/2018,CERTIFIED
5013,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"136,500","SEATTLE, WA",01/26/2018,07/26/2018,CERTIFIED
5014,AMAZON FULFILLMENT SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"138,400","SEATTLE, WA",11/30/2017,05/25/2018,CERTIFIED
5015,AMAZON FULFILLMENT SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"139,700","SEATTLE, WA",10/30/2017,04/28/2018,CERTIFIED
5016,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"140,000","SEATTLE, WA",02/21/2018,03/09/2018,CERTIFIED
5017,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"141,500","SEATTLE, WA",05/03/2018,08/31/2018,CERTIFIED
5018,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"141,800","SEATTLE, WA",01/16/2018,01/22/2018,CERTIFIED
5019,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"141,800","SEATTLE, WA",03/01/2018,08/18/2018,CERTIFIED
5020,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"142,100","SEATTLE, WA",03/27/2018,04/02/2018,CERTIFIED
5021,AMAZON WEB SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"144,700","SEATTLE, WA",12/05/2017,12/05/2017,CERTIFIED
5022,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"145,000","SEATTLE, WA",05/09/2018,11/08/2018,CERTIFIED
5023,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"145,100","SEATTLE, WA",02/13/2018,05/10/2018,CERTIFIED
5024,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"147,600","SEATTLE, WA",03/09/2018,09/06/2018,CERTIFIED
5025,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"147,630","SEATTLE, WA",03/07/2018,08/01/2018,DENIED
5026,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"149,300","SEATTLE, WA",05/24/2018,11/23/2018,CERTIFIED
5027,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"149,300","SEATTLE, WA",06/04/2018,12/01/2018,CERTIFIED
5028,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"159,720","EAST PALO ALTO, CA",05/15/2018,05/21/2018,CERTIFIED
5029,AMAZONCOM SERVICES INC,PRODUCT MANAGER III - TECHNICAL,"159,720","EAST PALO ALTO, CA",05/23/2018,05/28/2018,CERTIFIED
5030,AMAZONCOM SERVICES INC,PRODUCT MANAGER III- TECHNICAL,"147,630","SEATTLE, WA",03/09/2018,08/01/2018,CERTIFIED
5031,AMAZON WEB SERVICES INC,PRODUCT MANAGER III- TECHNICAL,"152,000","SEATTLE, WA",04/20/2018,05/21/2018,CERTIFIED
5032,AMAZON WEB SERVICES INC,PRODUCT MANAGER III- TECHNICAL,"152,000","SEATTLE, WA",05/03/2018,05/21/2018,CERTIFIED
5033,AMAZON CORPORATE LLC,PRODUCT MANAGER TECHNICAL,"125,000","SEATTLE, WA",03/16/2017,05/08/2017,CERTIFIED
5034,AMAZON FULFILLMENT SERVICES INC,"PRODUCT MANAGER, TECHNICAL","140,000","SEATTLE, WA",09/26/2017,09/26/2017,CERTIFIED
5035,AMAZON CORPORATE LLC,PRODUCT MANAGER-TECHNICAL,"141,000","SEATTLE, WA",10/26/2017,04/24/2018,CERTIFIED
5036,AMAZON CORPORATE LLC,PRODUCT MANAGER-TECHNICAL,"147,500","SEATTLE, WA",05/12/2016,09/10/2016,CERTIFIED
5037,AMAZON CORPORATE LLC,PRODUCT MANANGER,"128,400","NEW YORK CITY, NY",04/10/2013,04/10/2013,WITHDRAWN
5038,AMAZON CORPORATE LLC,PRODUCT MARKETING MANAGER,"130,000","SEATTLE, WA",03/07/2017,04/24/2017,DENIED
5039,AMAZON CORPORATE LLC,PRODUCT MARKETING MANAGER,"135,000","SEATTLE, WA",03/10/2017,04/24/2017,CERTIFIED
5040,AMAZON WEB SERVICES INC,PRODUCT MARKETING MANAGER,"175,000","PALO ALTO, CA",10/25/2017,11/01/2017,CERTIFIED
5041,AMAZON WEB SERVICES INC,PRODUCT MARKETING MANAGER,"175,000","PALO ALTO, CA",11/02/2017,11/08/2017,CERTIFIED
5042,AMAZONCOM SERVICES INC,PRODUCT MGR III - TECHNICAL,"147,630","SEATTLE, WA",03/15/2018,08/20/2018,CERTIFIED
5043,AMAZONCOM SERVICES INC,PRODUCT MGR III - TECHNICAL,"153,200","SEATTLE, WA",03/19/2018,09/15/2018,CERTIFIED
5044,AMAZONCOM SERVICES INC,PRODUCT MGR III- TECHNICAL,"142,200","SEATTLE, WA",04/02/2018,08/30/2018,DENIED
5045,AMAZONCOM SERVICES INC,PRODUCT MGR III- TECHNICAL,"142,200","SEATTLE, WA",04/20/2018,08/30/2018,CERTIFIED
5046,AMAZONCOM SERVICES INC,PRODUCT MGR III- TECHNICAL,"160,000","SEATTLE, WA",01/17/2018,04/27/2018,CERTIFIED
5047,AMAZONCOM SERVICES INC,PRODUCT TEST ANALYST,"65,000","SEATTLE, WA",03/13/2018,09/09/2018,CERTIFIED
5048,AMAZONCOMAZDC LLC,PRODUCTION PLANNING ANALYST,"62,000","PHOENIX, AZ",09/29/2015,10/01/2015,CERTIFIED
5049,AMAZONCOMAZDC LLC,PRODUCTION PLANNING ANALYST,"62,000","PHOENIX, AZ",08/12/2015,10/01/2015,CERTIFIED
5050,AMAZON CORPORATE LLC,PRODUCTION PLANNING ANALYST,"70,000","SEATTLE, WA",02/20/2015,08/19/2015,CERTIFIED
5051,AMAZON CORPORATE LLC,PRODUCTION PLANNING ANALYST,"80,000","SEATTLE, WA",06/16/2014,07/14/2014,CERTIFIED
5052,AMAZON CORPORATE LLC,PRODUCTION PLANNING ANALYST,"94,000","SEATTLE, WA",07/29/2016,08/15/2016,CERTIFIED
5053,AMAZONCOM SERVICES INC,PRODUCTION PLANNING ANALYST,"97,600","SEATTLE, WA",05/30/2018,06/14/2018,CERTIFIED
5054,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES I,"110,000","HERNDON, VA",07/07/2017,07/17/2017,CERTIFIED
5055,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"107,712","DALLAS, TX",02/07/2018,02/12/2018,CERTIFIED
5056,AMAZONCOM SERVICES INC,PROFESSIONAL SERVICES II,"110,660","SEATTLE, WA",06/22/2018,06/25/2018,CERTIFIED
5057,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"118,000","DALLAS, TX",03/15/2018,03/15/2018,CERTIFIED
5058,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"118,000","HERNDON, VA",03/15/2018,03/15/2018,CERTIFIED
5059,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"125,000","HERNDON, VA",03/21/2018,09/16/2018,CERTIFIED
5060,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"125,000","CHICAGO, IL",07/17/2017,07/17/2017,CERTIFIED
5061,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"130,000","PORTLAND, OR",03/16/2018,03/19/2018,CERTIFIED
5062,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"130,000","SAN FRANCISCO, CA",03/16/2018,03/19/2018,CERTIFIED
5063,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"130,000","SAN FRANCISCO, CA",12/29/2016,01/10/2017,CERTIFIED
5064,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"130,000","ATLANTA, GA",04/13/2017,05/01/2017,CERTIFIED
5065,AMAZON WEB SEERVICES INC,PROFESSIONAL SERVICES II,"130,000","ATLANTA, GA",06/06/2017,06/19/2017,CERTIFIED
5066,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"130,000","SEATTLE, WA",07/12/2017,07/24/2017,CERTIFIED
5067,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"131,575","ST. PETERSBURG, FL",03/15/2018,03/15/2018,CERTIFIED
5068,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"131,575","SEATTLE, WA",03/15/2018,03/15/2018,CERTIFIED
5069,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"131,575","TAMPA, FL",04/16/2018,04/23/2018,CERTIFIED
5070,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"132,500","HERNDON, VA",01/11/2017,01/30/2017,CERTIFIED
5071,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"133,000","HERNDON, VA",03/09/2018,03/12/2018,CERTIFIED
5072,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"133,000","ST. PETERSBURG, FL",03/09/2018,03/12/2018,CERTIFIED
5073,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"133,000","TAMPA, FL",04/10/2018,04/16/2018,CERTIFIED
5074,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"133,300","BARTLESVILLE, OK",03/15/2018,03/15/2018,CERTIFIED
5075,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"133,300","DALLAS, TX",03/15/2018,03/15/2018,CERTIFIED
5076,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"133,300","FORT WORTH, TX",04/24/2018,04/30/2018,CERTIFIED
5077,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"133,300","DALLAS, TX",04/30/2018,05/07/2018,CERTIFIED
5078,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"145,000","SEATTLE, WA",06/16/2017,07/03/2017,CERTIFIED
5079,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"150,000","DALLAS, TX",04/18/2017,05/01/2017,CERTIFIED
5080,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES II,"160,000","NEW YORK, NY",02/14/2018,08/15/2018,CERTIFIED
5081,AMAZON WEB SERVICES INC,PROFESSIONAL SERVICES III,"150,000","ATLANTA, GA",03/16/2018,03/19/2018,CERTIFIED
